Key,Type,Desc,English,Italian,Verify
Item_34_Past,Text,,Fired,Cotti,
Item_34_Present,Text,,Firing,In cottura,
Item_35_Desc,Text,,Salt is harvested by the <bd>Level 3 Surface Mine</bd> and the <bd>Level 2 Shaft Mine</bd>.,Il sale viene raccolto dalla <bd>Miniera di Superficie di Livello 3</bd> e dalla <bd>Miniera di Livello 2</bd>.,
Item_35_FullDesc,Text,,Salt is harvested by the <bd>Level 3 Surface Mine</bd> and the <bd>Level 2 Shaft Mine</bd> and is used by the <bd>Tannery</bd> to create <it>Leather</it>,Il sale viene raccolto dalla <bd>Miniera di Superficie di Livello 3</bd> e dalla <bd>Miniera di Livello 2</bd> e viene utilizzato dalla <bd>Conceria</bd> per creare <it>Pelle</it>,
Item_35_Name,Text,,Salt,Sale,
Item_35_Past,Text,,Harvested,Raccolto,
Item_35_Present,Text,,Harvesting,In raccolta,
Item_36_Desc,Text,,Hide is skinned at the <bd>Cow Farm</bd>.,La pelle animale è raccolta nell'<bd>Allevamento di Mucche</bd>.,
Item_36_FullDesc,Text,,Hide is skinned at the <bd>Cow Farm</bd> and is used to make <it>Leather</it> at the <bd>Tannery</bd>.,La pelle animale è raccolta nell'<bd>Allevamento di Mucche</bd>. ed è utilizzata per fare la <it>Pelle</it> alla <bd>Conceria</bd>.,
Item_36_Name,Text,,Hide,Pelle animale,
Item_36_Past,Text,,Skinned,Conciata,
Item_36_Present,Text,,Skinning,In conciatura,
Item_38_Desc,Text,,Gold is mined by the <bd>Level 3 Surface Mine</bd> and <bd>Level 2 Shaft Mine</bd>.,L'oro è estratto dalla <bd>Miniera di Superficie di Livello 3</bd> e <bd>Miniera di Livello 2</bd>.,
Item_38_FullDesc,Text,,Gold is mined by the <bd>Level 3 Surface Mine</bd> and <bd>Level 2 Shaft Mine</bd> and is used in the construction of advanced buildings.,L'oro è estratto dalla <bd>Miniera di Superficie di Livello 3</bd> e <bd>Miniera di Livello 2</bd> ed è usato nella costruzione di edifici avanzati.,
Item_38_Name,Text,,Gold,Oro,
Item_38_Past,Text,,Mined,Estratto,
Item_38_Present,Text,,Mining,In estrazione,
Item_3_Desc,Text,,Planks are created at the <bd>Sawmill</bd>.,Le assi vengono create nella <bd>Segheria</bd>.,
Item_3_FullDesc,Text,,Planks are created at the <bd>Sawmill</bd> from <it>Logs</it> and are used by the <bd>Blacksmith</bd> to create <it>Tools</it> and in the construction of buildings and boats.,Le Assi vengono create nella <bd>Segheria</bd> da <it>Tronchi</it> e vengono utilizzate dal <bd>Fabbro</bd> per creare <it>Strumenti</it> e nella costruzione di edifici e barche.,
Item_3_Name,Text,,Planks,Assi,
Item_3_Past,Text,,Created,Create,
Item_3_Present,Text,,Creating,In creazione,
Item_40_Desc,Text,,Beer is brewed at the <bd>Brewery</bd>.,La birra viene prodotta nel <bd>Birrificio</bd>.,
Item_40_FullDesc,Text,,Beer is a <cat>Alcohol</cat> that is brewed at the <bd>Brewery</bd> from <it>Wheat</it> and <it>Water</it> and is used by <bd>Level 2 Residences</bd>.,La birra è un <cat>Alcol</cat> che viene prodotta nel <bd>Birrificio</bd> da <it>Grano</it> e <it>Acqua</it> e viene utilizzata dalle <bd>Residenze di Livello 2</bd>.,
Item_40_Name,Text,,Beer,Birra,
Item_40_Past,Text,,Brewed,Prodotta,
Item_40_Present,Text,,Brewing,In produzione,
Item_42_Desc,Text,,Tools are crafted by the <bd>Blacksmith</bd>.,Gli Strumenti sono realizzati dal <bd>Fabbro</bd>.,
Item_42_FullDesc,Text,,Tools are crafted by the <bd>Blacksmith</bd> from <it>Iron</it> and <it>Planks</it> using <cat>Fuel</cat> and are used in research by the <bd>Level 2 Workshop</bd>.,Gli Strumenti sono realizzati dal <bd>Fabbro</bd> utilizzando <it>Ferro</it> e <it>Assi</it> con <cat>Carburante</cat> e sono usate nella ricerca dal <bd>Laboratorio Livello 2</bd>.,
Item_42_Name,Text,,Tools,Strumenti,
Item_42_Past,Text,,Crafted,Creati,
Item_42_Present,Text,,Crafting,In creazione,
Item_43_Desc,Text,,Energy L1 is generated at <bd>Level 1 Residences</bd>.,L'energia L1 viene generata dalle <bd>Residenze di livello 1</bd>.,
Item_43_FullDesc,Text,,"Energy L1 is generated at <bd>Level 1 Residences</bd> from <cat>Food</cat> and <it>Water</it>.
It's used to power worker bots at the Level 1 <bd>Workshop</bd>, Level 1 <bd>Lumberjack Hut</bd> and Level 1 <bd>Surface Mine</bd>.","L'energia L1 è generata dalle <bd>Residenze di Livello 1</bd> utilizzando <cat>Cibo</cat> e <it>Acqua</it>. È usata per potenziare i BotLavoratori al Livello 1 nel <bd>Laboratorio</bd>, le <bd>Capanne del Taglialegna</bd> al Livello 1, e le <bd>Miniere di Superficie</bd> al Livello 1.",
Item_43_Name,Text,,Energy L1,Energia L1,
Item_43_Past,Text,,Generated,Generata,
Item_43_Present,Text,,Generating,In generazione,
Item_45_Desc,Text,,Energy L2 is generated at <bd>Level 2 Residences</bd>.,L'energia L2 viene generata dalle <bd>Residenze di livello 2</bd>.,
Item_45_FullDesc,Text,,"Energy L2 is generated at <bd>Level 2 Residences</bd> from <cat>Food</cat>, <it>Water</it> and <cat>Alcohol</cat>.
It's used to power worker bots at the Level 2 <bd>Workshop</bd>, Level 2 <bd>Lumberjack Hut</bd>, Level 2 <bd>Surface Mine</bd> and Level 1 <bd>Shaft Mine</bd>.","L'energia L2 è generata dalle <bd>Residenze di Livello 2</bd> utilizzando <cat>Cibo</cat>, <it>Acqua</it> e <cat>Alcol</cat>. È usata per potenziare i BotLavoratori al Livello 2 nel <bd>Laboratorio</bd>, le <bd>Capanne del Taglialegna</bd> al Livello 2, le <bd>Miniere di Superficie</bd> al Livello 2 e le <bd>Miniere</bd> al Livello 1.",
Item_45_Name,Text,,Energy L2,Energia L2,
Item_45_Past,Text,,Generated,Generata,
Item_45_Present,Text,,Generating,In generazione,
Item_46_Desc,Text,,Energy L3 is generated at <bd>Level 3 Residences</bd>.,L'energia L3 viene generata dalle <bd>Residenze di livello 3</bd>.,
Item_46_FullDesc,Text,,"Energy L3 is generated at <bd>Level 3 Residences</bd> from <cat>Food</cat>, <it>Water</it>, <cat>Alcohol</cat> and <cat>Luxury Food</cat>.
It's used to power worker bots at the Level 3 <bd>Workshop</bd>, Level 3 <bd>Lumberjack Hut</bd>, Level 3 <bd>Surface Mine</bd> and Level 2 <bd>Shaft Mine</bd>.","L'energia L3 è generata dalle <bd>Residenze di Livello 3</bd> utilizzando <cat>Cibo</cat>, <it>Acqua</it>, <cat>Alcol</cat> e <cat>Cibo di lusso</cat>. È usata per potenziare i BotLavoratori al Livello 3 nel <bd>Laboratorio</bd>, le <bd>Capanne del Taglialegna</bd> al Livello 3, le <bd>Miniere di Superficie</bd> al Livello 3 e <bd>Miniere</bd> al Livello 2.",
Item_46_Name,Text,,Energy L3,Energia L3,
Item_46_Past,Text,,Generated,Generata,
Item_46_Present,Text,,Generating,In generazione,
Item_5_Desc,Text,,Stone is quarried by the <bd>Level 1 Surface Mine</bd> and <bd>Level 1 Shaft Mine</bd>.,La pietra viene estratta dalla <bd>Miniera di superficie di Livello 1</bd> e <bd>Miniera di Livello 1</bd>.,
Item_5_FullDesc,Text,,Stone is quarried by the <bd>Level 1 Surface Mine</bd> and <bd>Level 1 Shaft Mine</bd> and is used in the construction of buildings.,La pietra viene estratta dalla <bd>Miniera di superficie di Livello 1</bd> e <bd>Miniera di Livello 1</bd> ed è usata nella costruzione degli edifici.,
Item_5_Name,Text,,Stone,Pietra,
Item_5_Past,Text,,Quarried,Estratto,
Item_5_Present,Text,,Quarrying,In estrazione,
Item_6_Desc,Text,,Trees are planted by <bd>Forestries</bd>.,Gli alberi sono piantati dalle <bd>Guardie Forestali</bd>.,
Item_6_FullDesc,Text,,Trees are planted by <bd>Forestries</bd> and can be chopped down by when fully mature.,Gli alberi sono piantati dalle <bd>Guardie Forestali</bd> e possono essere abbattuti quando sono completamente maturi.,
Item_6_Name,Text,,Trees,Alberi,
Item_6_Past,Text,,Grown,Cresciuti,
Item_6_Present,Text,,Growing,In crescita,
Item_7_Desc,Text,,Fish is a <cat>Food</cat> caught by the <bd>Fishing Hut</bd>.,Il pesce è un <cat>Cibo</cat> catturato dalla <bd>Capanna di pesca</bd>.,
Item_7_FullDesc,Text,,Fish is a <cat>Food</cat> caught by the <bd>Fishing Hut</bd>.,Il pesce è un <cat>Cibo</cat> catturato dalla <bd>Capanna di pesca</bd>.,
Item_7_Name,Text,,Fish,Pesce,
Item_7_Past,Text,,Fished,Pescato,
Item_7_Present,Text,,Fishing,In pesca,
Item_8_Desc,Text,,Glass is blown at the <bd>Glassworks</bd>.,Il vetro viene soffiato nella <bd>Vetreria</bd>.,
Item_8_FullDesc,Text,,Glass is blown at the <bd>Glassworks</bd> and is used in the construction of advanced buildings.,Il vetro viene soffiato nella <bd>Vetreria</bd> e viene utilizzato nella costruzione di edifici avanzati.,
Item_8_Name,Text,,Glass,Vetro,
Item_8_Past,Text,,Blown,Soffiato,
Item_8_Present,Text,,Blowing,In soffiatura,
Item_9_Desc,Text,,Wheat is grown at the <bd>Wheat Farm</bd>.,Il grano viene coltivato nella <bd>Fattoria di grano</bd>.,
Item_9_FullDesc,Text,,Wheat is grown at the <bd>Wheat Farm</bd> and is used by the <bd>Flour Mill</bd> to make <it>Flour</it>.,Il grano viene coltivato nella <bd>Fattoria di grano</bd> ed è usato dal <bd>Mulino</bd> per fare la <it>Farina</it>.,
Item_9_Name,Text,,Wheat,Grano,
Item_9_Past,Text,,Harvested,Raccolto,
Item_9_Present,Text,,Harvesting,In raccolta,
Key Bindings,Text,,Key Bindings,Associazione tasti,
KeyBindingsResetAllToDefault,Text,Reset all hotkeys to their default key,Reset All To Default,Ripristina tutto su predefinito,
LandRoute_0_Desc,Text,,"A path connects a building to a road or road post.

A building's stackbot uses paths to collect and drop off resources at road posts.

Paths do not have a maximum length but the longer the path, the more time it takes a stackbot to drop off and collect resources which may lead to delays.                                                    

Paths can useful as they allow direct delivery between buildings which can reduce the traffic on your roads.","Un percorso collega un edificio a una strada o ad un palo stradale.

Il BotImpilatore di un edificio utilizza percorsi per raccogliere e scaricare risorse sui pali stradali.

I percorsi non hanno una lunghezza massima ma più lungo è il percorso, più tempo impiega un BotImpilatore a scendere e raccogliere risorse che possono causare ritardi.

I percorsi possono essere utili in quanto consentono la consegna diretta tra edifici che può ridurre il traffico sulle strade.",
LandRoute_0_Name,Text,,Path,Sentiero,
LandRoute_1_Desc,Text,,"A road is a connection between two road posts. Road posts can hold four resources and each road has a Carrybot who moves resources between the posts.

Roads have a minimum length of 4 tiles and a maximum length of 6 tiles.

To build a road, click on an existing road post and then click on the tile you want to end on.

Hold <hotkey>[Ctrl]</hotkey> and click a tile to fix a waypoint in your prospective road.","Una strada è un collegamento tra due incroci. I pali stradali possono contenere quattro risorse e ogni strada ha un BotTrasportatore che sposta le risorse tra i pali.

Le strade hanno una lunghezza minima di 4 caselle e una lunghezza massima di 6 caselle.

Per costruire una strada, fai clic su un palo stradale esistente, quindi fai clic sulla casella su cui vuoi terminarla.

Tieni premuto <hotkey>[Ctrl]</hotkey> e fai clic su una casella per fissare una tappa intermedia nella tua strada.",
LandRoute_1_Name,Text,,Road,Strada,
LandRoute_2_Desc,Text,,Faster than a dirt path,Più veloce di un sentiero sterrato,
LandRoute_2_Name,Text,,Stone Path,Sentiero di pietra,
LandRoute_3_Desc,Text,,Faster than a dirt road,Più veloce di una strada sterrata,
LandRoute_3_Name,Text,,Stone Road,Strada di pietra,
LandRoute_4_Desc,Text,,Faster than a stone path,Più veloce di un sentiero di pietra,
LandRoute_4_Name,Text,,Brick Path,Sentiero di mattoni,
LandRoute_5_Desc,Text,,Faster than a stone road,Più veloce di una strada di pietra,
LandRoute_5_Name,Text,,Brick Road,Strada di mattoni,
Load Game,Text,,Load Game,Carica gioco,
Load Map,Text,,Load Map,Carica mappa,
Loading,Text,,Loading maps...,Caricamento mappe in corso ...,
MainMenu,Text,,Main Menu,Menu principale,
ManagerMyMaps,Text,,My Maps,Le mie mappe,
ManagerOpenMapFile,Text,Open Windows Explorer and show the selected map file,Open map file in Explorer,Apri il file della mappa in Explorer,
Map,Text,,Map,Mappa,
MapCasualAI,Text,,Casual - AI is less expansionist and generally more relaxed,Facile - L'IA è meno espansionista e generalmente più rilassata,
MapChangeNotes,Text,,Map Change Notes,Note sulla modifica della mappa,
MapConfirmDelete,Text,Confirm deletion of a map,"Yes, Delete!","Sì, elimina!",
MapEditorBrushSize,Text,,Brush Size,Dimensione del pennello,
MapEditorColour,Text,,Colour,Colore,
MapEditorColourRange_Flora,Text,,Flora {0},Flora {0},
MapEditorColourRange_Rocks,Text,,Rock {0},Roccia {0},
MapEditorContourMode,Text,,Contour Mode,Modalità contorno,
MapEditorFishCount,Text,,Number of fish:,Numero di pesci:,
MapEditorFloraRockObject,Text,,Object,Oggetto,
MapEditorFloraRocksLimit,Text,,Flora & Rock limit:,Limite Flora & Rocce:,
MapEditorFloraRocksLimitReached,Text,,You need to remove flora before you can add more!,Devi rimuovere la flora prima di poterne aggiungere altra!,
MapEditorFloraRocksRandomScale,Text,,Random Scale (Min to Max),Scala casuale (da min a max),
MapEditorMapInfoHeader,Text,,Map Info,Informazioni sulla mappa,
MapEditorMapInfoTakeScreen,Text,Take a screenshot to use as the map image,Take Screen,Fai uno screenshot,
MapEditorMapSettingsHeader,Text,,Map Settings,Impostazioni della mappa,
MapEditorMapSettingsMarketEnabled,Text,,Market enabled,Mercato abilitato,
MapEditorMapVerificationHeader,Text,,Map Verification,Verifica della mappa,
MapEditorMapVerificationPassed,Text,,Passed!,Passato!,
MapEditorMapVerificationUnverified,Text,,Unverified,Non verificato,
MapEditorMapVerificationVerify,Text,,Verify,Verifica,
MapEditorMenu_Header,Text,,Menu,Menu,
MapEditorMenu_MainMenu,Text,,Main Menu,Menu principale,
MapEditorMenu_MyMaps,Text,,My Maps,Le mie mappe,
MapEditorMenu_SaveMap,Text,,Save Map,Salva mappa,
MapEditorMenu_TestMap,Text,,Test Map,Prova la mappa,
MapEditorMode_15_Desc,Text,,"Click and drag to paint primary terrain.
[Alt] + slowly drag to paint border using primary and second types.
[Ctrl] + Click to fill tile with primary terrain.
[C] + Click to select primary terrain from tile.
[V] + Click to select secondary terrain from tile.
[B] + Click to flip terrain types on tile.","Fai clic e trascina per dipingere il terreno principale.
[Alt] + trascina lentamente per disegnare il bordo usando i tipi primario e secondo.
[Ctrl] + clic per riempire la tessera con terreno primario.
[C] + clic per selezionare il terreno principale dalla tessera.
[V] + clic per selezionare il terreno secondario dalla tessera.
[B] + clic per invertire i tipi di terreno sulla tessera. ",
MapEditorMode_15_Name,Text,,Paint Terrain,Dipingi terreno,
MapEditorMode_16_Desc,Text,,"Click and Hold to place/increase.
[Shift] to reduce/remove.
[Ctrl] to add/remove more slowly.","Fai clic e tieni premuto per posizionare / aumentare.
[Maiusc] per ridurre / rimuovere.
[Ctrl] per aggiungere / rimuovere più lentamente.",
MapEditorMode_16_Name,Text,,Surface Deposits,Depositi di superficie,
MapEditorMode_17_Desc,Text,,"Click and drag to paint flora.
 [Ctrl] and click to place individually.
Hold [F] + Wheel to change scale.
Hold [R] + Wheel to change internal rotation.
Hold [G] + Wheel to change rock height.","Fai clic e trascina per dipingere la flora.
[Ctrl] e clic per posizionarlo singolarmente.
Tieni premuto [F] + Rotella per cambiare scala.
Tieni premuto [R] + Rotella per cambiare la rotazione interna.
Tieni premuto [G] + Rotella per cambiare l'altezza della roccia.",
MapEditorMode_17_Name,Text,,Flora & Rocks,Flora & Rocce,
MapEditorMode_18_Desc,Text,,"Click to place starting location.
[R] to rotate","Clicca per piazzare la posizione iniziale.
[R] per ruotare",
MapEditorMode_18_Name,Text,,Player Start Location,Posizione iniziale del giocatore,
MapEditorMode_20_Desc,Text,,Click and drag to adjust whole tile height,Fare clic e trascina per regolare l'intera altezza della casella,
MapEditorMode_20_Name,Text,,Tile Sculpt,Scolpisci casella,
MapEditorMode_23_Desc,Text,,Click and drag to remove things within specified area.,Fare clic e trascina per rimuovere le cose all'interno dell'area specificata.,
MapEditorMode_23_Name,Text,,Remove,Rimuovi,
MapEditorMode_25_Desc,Text,,"Click to place.
[R] to rotate.
[Shift] and click to remove.","Fai clic per posizionare.
[R] per ruotare.
[Maiusc] e clic per rimuovere.",
MapEditorMode_25_Name,Text,,Shaft Deposits,Depositi sotterranei,
MapEditorMode_26_Desc,Text,,"Click an empty water tile to add fish.
[Shift] and click to remove fish","Fai clic su una casella d'acqua vuota per aggiungere pesci.
[Maiusc] e clic per rimuovere i pesci",
MapEditorMode_26_Name,Text,,Fish,Pesce,
MapEditorMode_29_Desc,Text,,"Click to select an object.

[Shift] + Click to remove an object.","Clicca per selezionare un oggetto.

[Shift] + Clic per rimuovere un oggetto.",
MapEditorMode_29_Name,Text,,Select,Seleziona,
MapEditorMode_7_Desc,Text,,"Click and hold to raise land
Hold [Shift] to lower land
Hold [Ctrl] to flatten land","Fai clic e tieni premuto per alzare il terreno
Tieni premuto [Shift] per abbassare il terreno
Tieni premuto [Ctrl] per appiattire il terreno",
MapEditorMode_7_Name,Text,,Terrain Sculpt,Scolpisci il terreno,
MapEditorMountainMineNaturalResource,Text,,Natural Resource,Risorsa naturale,
MapEditorPlayersAddPlayer,Text,,Add Player,Aggiungi giocatore,
MapEditorPlayersHeader,Text,,Players,Giocatori,
MapEditorPrimaryTerrainType,Text,,Primary Terrain Type,Tipo di terreno primario,
MapEditorRemoveFish,Text,,Fish,Pesce,
MapEditorRemoveFlora,Text,,Flora,Flora,
MapEditorRemoveNaturalResources,Text,,Natural Resources,Risorse naturali,
MapEditorRemoveRocks,Text,,Rocks,Rocce,
MapEditorSculptAutoTerrain,Text,Whether terrain automatically updates when height is changed,Auto Terrain,Terreno automatico,
MapEditorSculptBrushSize,Text,,Brush Size ([F] + mouse wheel),Dimensioni pennello ([F] + rotellina del mouse),
MapEditorSculptFlow,Text,,Flow ([G] + mouse wheel),Flusso ([G] + rotellina del mouse),
MapEditorSecondaryTerrainType,Text,,Secondary Terrain Type,Tipo di terreno secondario,
MapEditorSelectRotation,Text,,Rotation,Rotazione,
MapEditorSelectScale,Text,,Scale,Scala,
MapEditorSettings,Text,,Settings,Impostazioni,
